isin,symbol
US81663N2062,False
JP3300600008,4902.T
DE0005176903,SUR.DE
US5381461012,LPSN
US0640581007,BK
GB00B5ZN1N88,SGRO.L
GB00B18P5K83,TPT.L
SG1U76934819,BS6.SI
US14147L1089,CRDF
SE0000872095,SOBI.ST
US7437131094,PRLB
GRS282183003,BELA.AT
DE000A2P74C5,4NJ.DU
IE0003290289,EG7.IR
CA68634K1066,OLA.TO
TREKOAL00014,KOZAL.IS
US68268W1036,OMF
US72201Y1010,PDI
US5880561015,MERC
US4456581077,JBHT
GB00BFWYSS80,BONH.L
US7835491082,R
KYG217651051,0001.HK
US43475E1055,HCMLY
US0605052291,BAC-PB
DE0005558662,QCE.HM
GB0032089863,NXT.L
CH0025607331,HREN.SW
CH0023405456,DUFN.SW
US29667J1016,ESQ
AU000000NOR1,NOR.AX
DE000VTG9999,False
US09248D1046,BUI
US0327241065,ANAB
CH0315966322,BELL.SW
JP3676800000,2002.T
US4657411066,ITRI
US64125C1099,NBIX
US1598641074,CRL
FI0009000665,0O7A.IL
CA46050R1029,ITH.TO
DE000A0N4N52,NFN.DE
US5588681057,MDGL
US87663X1028,TTCF
TREBIMM00018,BIMAS.IS
CA6834766009,OPW.V
GB0002235736,GB0002235736.SG
GB00BDGT2M75,VVO.L
CA21948L1040,CUSN.V
FR0000045619,False
DE0006208408,IUR.DE
JP3164630000,9684.T
US92905R1032,VOSSY
ES0112501012,EBRO.MC
MHY3894J1047,IMPP
AU000000TLG7,TLG.AX
US4652701065,IFOS.V
JP3802300008,9983.T
CA87000A1049,SWRM.CN
CA68827L1013,OR.TO
TREENKA00011,ENKAI.IS
IT0001233417,A2A.MI
US7436061052,PB
CH0002497458,SGSN.SW
CH0038388911,SUN.SW
AU000000BKY0,BKY.AX
US98156Q1085,WWE
US10920V1070,BHG
US8606307069,SF-PB
US86333M1080,LRN
US0048161048,ACU
US6837971042,OPY
US7431391074,PFHD
BG1100072013,False
US6677461013,NWPX
US95766N1037,MHF
US2358513008,False
US2358514097,DHR-PB
SE0015988134,FUUD.ST
SE0000188518,CAT-B.ST
GB00BMH19X50,GB00BMH19X50.SG
JP3711200000,8304.T
US29286U1079,EGIEY
BMG2108V1019,0581.HK
CA83342V1040,SGD.CN
NO0010890965,BEWI.OL
US6903705076,OSTKO
US04636R2031,ASDN
US26210V1026,DRVN
CA1349211054,CAR-UN.TO
VGG2911D1087,ESSC
US6915436074,4RQ0.F
US6915437064,False
US76240P1049,US76240P1049.SG
SE0009143662,VOLO.ST
SE0009143662,VOLO.ST
GB00B0L9C092,DRV.L
CA83056P7157,SKE.TO
TRAISCTR91N2,ISCTR.IS
SE0008294334,ENDO.ST
CA29250N6422,ENB-PJ.TO
KYG7783W1006,0531.HK
GB00BNDRD100,PODP.L
BMG794411048,SEAOF
CA49601P1045,JKPT.CN
NL0014332678,JDEP.AS
US0909114052,False
GB00BMT9K014,MOON.L
US8523874068,STAF
BMG2624N1535,D01.SI
DE000A0Z26C8,GAG.MU
US83190L2088,SMBK
SE0003909282,DEDI.ST
US55274E1029,MFV
US6405054007,NEOM
AU000000GBZ5,GBZ.AX
US3930482027,GGII
US9898171015,ZUMZ
US78478V2097,STRI
US4925311080,KKOYY
US15130G6008,CETX
US14448C1045,CARR
MHY3262R1009,HMLP
US74735M1080,False
CH0027659793,False
US25401M2026,DLOC
US1508376076,CVM
US0423156068,ARR-PC
US0893021032,BIG
US15135B1017,CNC
CNE0000014G0,600298.SS
US0042251084,ACAD
CNE100000HD4,0916.HK
GB00BNG2M159,ATT.L
AU000000EHL7,EHL.AX
NO0010215684,AKAST.OL
GB00BFSSB742,AGM.L
US1717571079,CDTX
KYG2029E1052,1164.HK
NL0000686509,AST.WA
US45867G1013,IDCC
CA18066C1068,CLAR.CN
IT0003188064,IF.MI
NZSANE0001S0,SAN.NZ
US00387N1028,AHFI
US4626292050,IPSEY
US54975P1021,LU
US04649Y1047,False
US1096411004,EAT
US83418T1088,False
CA1567881018,CERT.V
AU0000016875,VEA.AX
SE0000117970,0OFP.IL
GB00BYWJZ743,POW.L
PTNBA0AM0006,NVQ.F
FR0011950682,SEFER.PA
TH0616010Z11,7ES.SG
NL0011872650,BFIT.AS
US6907321029,OMI
JE00BMDZN391,TCAP.L
US9029251066,USAK
AU000000RFX8,RFX.AX
GB00B1V9NW54,HFG.L
FR0013268067,False
ZAE000025284,OCE.JO
CA70137W1086,PKI.TO
CA35905B1076,FEC.TO
FR0010214064,GPE.PA
FR0000032302,MAN.PA
US4881522084,KELYA
SE0000108649,ERIC-A.ST
US8090871091,SCPL
CNE000001CC6,600516.SS
KYG300921296,EOCW-UN
AU0000038531,XF1.AX
US98421F1012,XISHY
CA98401G1037,False
US98400M1018,XELB
US98419D1000,XTPT
US98388D1072,XALL
SE0009973563,XSPRAY.ST
CA58410Q2036,MDP.TO
SG1EB6000000,1H3.SI
US4495512091,IGGHY
US98400T2050,XFLT-PA
US6518751069,NWPG
US89486M2061,TMICY
CNE100004HT2,601187.SS
GB00BD6GN030,VMUK.L
KYG8251L1216,IPOF-UN
US98419J4040,XOMAO
AU0000058737,LOT.AX
US98422X1019,XPOF
KYG9827V1068,1899.HK
CA94357L1058,WAVE.V
AU000000XST7,XST.AX
CNE100003N19,688333.SS
JP3207000005,4521.T
DE0005751986,S4A.DE
US67778Q2003,False
GB0001870228,CMH.L
US34354P1057,FLS
US82321P2039,False
CNE000000LW7,600738.SS
US6824061039,OLP
JP3485800001,4202.T
US2971781057,ESS
JP3258000003,2503.T
US29530P1021,ERIE
US23131B3078,CXI.TO
CA50067K1003,CA50067K1003.SG
JP3493400000,4631.T
US4042511000,HNI
GB00B19Z1432,PZC.L
US52660W1018,FINMY
SE0009267974,APTR.ST
KYG546541015,0842.HK
CNE100004025,601778.SS
US03462A1025,DYFN
US0374001081,AOZOY
ES0157097017,ALM.MC
US00184A1051,False
US09057N3008,BPTH
US36241U1060,GSIT
US16208T1025,CLDT
NO0010070063,DOF.OL
CNE000000YM1,600176.SS
AU000000STX7,STX.AX
AU000000TRY7,False
US23254X2018,CYTH
US36318P1057,GLXZ
US1535271068,CENT
US00437E1029,ACCD
US05845R3066,BAFYY
US91734Q1040,False
FR0011799907,GV.PA
TH0834010017,False
US12536P2011,False
AU0000043945,ATH.AX
US00254K1088,False
AU000000EDE1,EDE.AX
US12591J2078,CVGU.F
CA37892G1072,BLOK.V
US18889W1071,CATI
US45781V2007,IIPR-PA
US45168D1046,IDXX
NL0000852580,BOKA.AS
US2473617023,DAL
US7512121010,RL
KYG8062B1068,SNTG
US9037301093,False
US10554B1044,52BA.F
BMG4587L1090,H78.SI
CA6942131096,PEMC.V
CA92535P8082,VS
CA56580Q1028,MOZ.TO
NL0010696654,QURE
CA73689L2075,POR.V
CA33833X1015,VNP.TO
SG9999000020,FLEX
US09074B1070,RENO
DE0005297204,HG1.F
US8404411097,SSB
US92764N1028,VIR
PLENEA000013,ENA.WA
AU000000WOW2,WOW.AX
CH0445395269,SLHNE.SW
CA8263XP1041,SM.V
US22041X1028,CRSR
TRESNGY00019,SNGYO.IS
AT0000758008,OTS.VI
US68559A1097,OEG
CA72749F2008,MYLK.V
JP3351100007,6869.T
AU000000IVX4,IVX.AX
GB00BYYW9G87,AVCT.L
GB00B02LCQ05,GB00B02LCQ05.SG
US0087122000,False
GRS316003003,ANEK.AT
US05379B1070,AVA
US03767D1081,APEN
TW0002357001,2357.TW
US00652F1075,ADOOY
US05280R1005,6A3A.F
US00973Y1082,AKRO
US0248701072,AMMJ
US01881G1067,AB
FR0000053837,LTA.PA
US05455M1009,AVRO
US35104E1001,FDMT
US1694461013,DFEL
US20481P1003,False
BMG2125C1029,0661.HK
US2376901029,DAIO
CA32016U2074,FE.CN
US4335371070,HRT
NL0006380776,AUV.HM
KYG000371040,2686.HK
US9282541013,VIRT
AU0000102154,MVL.AX
AU000000AIS8,AIS.AX
US70451A1043,PAYS
CA58436R2019,MED.V
US12571T1007,CCMP
US69344D4088,PHI
GRS402003008,SPACE.AT
US53803X1054,LOB
US68247W1099,OSS
US10921T1016,BCOV
US33939J3032,FPAY
IL0011327454,VBLT
CNE1000003D8,1071.HK
JP3143000101,False
GB0009589168,SYM.L
GRS345503007,PETRO.AT
US89269P1030,COOK
IT0000072170,FBK.MI
GB00BF0VMV24,KAV.L
GRS477003008,ELIN.AT
US2298991090,CFR
GRS259003002,FLEXO.AT
US025816BJ74,False
US0162301040,ALCO
FI4000283130,GOFORE.HE
CA83445W1086,SOMA.V
US64082B1026,NRDS
GB0003081246,ELCO.L
CH0499880968,ADCT
US82657L1070,SGTX
CA04035D1024,DAN.V
US00032Q1040,AADI
US0003602069,AAON
JP3429800000,9202.T
US68243Q1067,FLWS
ES0136463017,ADX.MC
CA0475591099,ATY.V
PLCIECH00018,CIE.WA
US01973R1014,ALSN
US0464842006,ASTC
CA0025555065,AME.V
CA20453D2005,False
US00764C1099,AVK
SG1V35936920,CY6U.SI
FR0000045528,CAF.PA
CA0076421019,AWI.V
JP3355400007,3697.T
US63947U1079,False
US21874C1027,CNM
JP3734800000,6594.T
ES0143523001,S4023.MC
FR0010082305,False
LU1068091351,BREB.BR
AT0000A021K7,HST.VI
CH0531751755,BCVN.SW
US38068T1051,GORO
US1314761032,CLMT
BMG3922B1072,G
NL0012059018,EXO.MI
US4233232036,False
GB00BNVSX371,ACPE.L
US5255582018,LMAT
CA09215B1076,CA09215B1076.SG
US29472R1086,ELS
US4511071064,IDA
KYG2113L1068,1313.HK
GB00BND88V85,BPT.L
CNE100004272,9633.HK
KYG6610J2093,NE
US85572U1025,False
CNE1000018V8,601633.SS
IS0000020584,FESTI.IC
DE000A0MPF55,HHX.HM
US2123263004,CFRX
US12619F1049,CPSH
US53960E1064,LOCL
US57630J3041,False
US7444131053,PIII
NL0000230456,False
CA35954B2066,HUGE.CN
MHY0436Q1098,ATCO
US50047H2013,False
CNE1000002N9,3323.HK
BMG0403V2062,1104.HK
CA08947T1057,RED.CN
US20602D1019,CNXC
CA58507M1077,MMEN.CN
GB0005630420,GB0005630420.SG
US39531G1004,GREE
ES0109427734,A3M.MC
GRS144003001,ATTICA.AT
AU0000014458,BSNLF
CNE000000TR0,600115.SS
DE0007251407,False
US98420U7037,XSPA
US64829B1008,NEWR
GB00BMJ6DW54,INF.L
BE0974264930,AGS.BR
CA9888161044,ZAC.V
CA58600T1084,OEE.V
FI0009010912,REG1V.HE
US8716283010,SYNE
US29411J1007,False
US74764U1043,QNGY
CA23343T1049,DGTL.V
US19623P1012,CBAN
US14070T1025,CSTR
CA19104W1041,CBV.V
MHY1771G2016,CMRE-PE
CA0324721020,AAC-P.V
KYG6525F1028,9866.HK
JP3841800000,3865.T
US9875373055,YGYIP
US2582781009,DORM
US09062W2044,BLFS
GB0009619924,IQE.L
IT0003027817,IRE.MI
CA29250N5192,False
BE6252013725,False
KYG4809M1179,IOACU
US2026302081,False
US04522R1014,ASLN
NO0010716418,ENTRA.OL
AU000000HT83,HT8.AX
US45771C1053,False
SE0016075063,INT.ST
CA38141A1075,GGA.TO
DE0005430300,C9T.HM
SE0015221221,ELLWEE.ST
US67079Y1001,NVVE
CA0977516065,BBD-PD.TO
GB00BCCW4X83,CNIC.L
US75281A1097,RRC
DE000A3CMGN3,HGEA.DE
IL0011334468,CYBR
US57142B1044,MQ
VGG6375R1073,NESR
US02300U2050,AMBS
CA12510R1082,CA12510R1082.SG
CA29259W1068,EU.V
SE0017161243,FNOX.ST
SE0000112724,SCA-B.ST
CNE0000018G1,600028.SS
US75737F1084,RDFN
US86803D1090,SUWN
DE000A2QRHL6,LDF.F
CA04016A1012,AR.TO
IT0003865570,WBD.MI
CA94106B1013,WCN
US7034811015,PTEN
US2850391036,ECIFY
CA92026P1018,VALU.CN
US5178341070,LVS
IT0001250932,HER.MI
US7472624003,False
US6300791018,NANX
AU000000TLS2,TLS.AX
AU000000TBR5,TBR.AX
TRATCELL91M1,TCELL.IS
CA36854R1010,GMR.CN
CA0030691012,AAB.TO
US74754Q1058,QLIS
US3167731005,FITB
US5766901012,MTRN
US9139151040,UTI
CH0011795959,DOKA.SW
GB00BBM56V29,ABD.L
US8070012013,SBOEY
US50125N1046,KIROY
NO0010735343,EPR.OL
US82622J1043,SMMNY
US7785291078,False
US37960G4010,US37960G4010.SG
US55303C1018,False
CA7596013051,RGM-H.V
NL0014559478,TE.PA
US83193G1076,SMRT
FR0013072741,MLOSA.PA
MXP001661018,ASURB.MX
CA07987C2040,BLU.TO
IT0005244402,BFF.MI
PTPTC0AM0009,PHR.LS
MX01NE000001,NEMAKA.MX
SG1V08936188,B9S.SI
DE000A11QU11,DCIK.F
DE0007279507,SPM.DE
CA88035N1033,PKK.CN
DE0005261606,BLH.F
NL00150005Z1,PRYME.OL
US6873051022,US6873051022.SG
US1407551092,CARA
US23325P1049,DNP
NO0010582521,GJF.OL
IL0010996549,ALLT
US00206R5081,T-PA
US27828Y1082,ETV
TRAAKSAW91E1,AKSA.IS
CA2695483016,EGA.V
CH0011432447,BSLN.SW
US0045631027,False
US00775V1044,False
GB00BL9ZF303,PHLL.L
CA45580J1012,NDVA.V
US34512J1088,FTXP
US2910111044,EMR
CA45257F2008,IPA.V
US01643A2078,WTER
CNE000000CG9,600690.SS
JP3837800006,7741.T
IL0010830961,SPCB
AU000000GRV0,GRV.AX
US2533931026,DKS
US9183851057,VTVT
US3680361090,GATO
GB00B128J450,IPO.L
US30034T1034,EVRI
AU000000RHC8,RHC.AX
BMG2345T1099,0182.HK
US6877391028,False
GB00B64NSP76,COST.L
CA54928Q1081,LUC.TO
GB00B3CX3644,STVG.L
US4108671052,THG
CA88576E1088,TVC.V
US00773T1016,ASIX
CA05351M2040,AVM-X.CN
US74979W1018,False
US9216591084,VNDA
JP3110650003,7747.T
US62474M1080,MTNOY
US4023121027,GFKSY
US63947X1019,NCNO
US6200341088,False
US2263443077,CEQP-P
US76761L1026,False
EE3100006040,PKG1T.TL
CA39305B1058,GGBXF
FI0009007611,STE-R.ST
US6024961012,MDXG
JP3919800007,6508.T
US3138551086,FSS
DE000A0XFNB0,JFIK.BE
CNE0000006W3,900910.SS
CA64151V2030,VDO-H.V
US3131483063,AGM
DE0007331100,SPN.MU
US28659T2006,ELTP
CA77637H1010,ROO.CN
US20442R1041,False
KYG7306H1011,PHCF
GB00BF44KY60,ZPHR.L
DE000A2NBVD5,DFV.DE
US5770961002,MTTR
DE0005216907,T2G.F
JP3206000006,2371.T
US5303073051,LBRDK
US85256A1097,STGW
PHY078321437,BGUUF
US42333L1035,HLLGY
US2698172010,EICA
US2256551092,CCAP
US10537L1044,BWG
SGXZ33675836,BARRA.OL
CNE000000FD9,900920.SS
US92854T1007,SEAT
US0030111035,IAF
CA7207861021,PEA.TO
US0534953056,AVXT
CNE100002RY5,3319.HK
US45780L1044,INGN
GB0007548026,False
BE0974289218,BE0974289218.SG
US09260E1055,BMEZ
SE0015962477,NOLA-B.ST
US07556Q8814,BZH
IL0010852080,CGEN
GB00B02QND93,PAY.L
US27828X1000,ETB
CA00784W1014,ADY.V
US23282W6057,CYTK
CA0221431012,ALT.V
NZBRME0001S2,NZBRME0001S2.SG
US68248T1051,OCFT
US4557931098,IDEXY
US16679L1098,CHWY
NL0015000LU4,IVG.MI
DE000A2LQUJ6,AMA1.F
US45773H2013,INO
LU1066226637,STM.F
US22112B1044,False
ES0112458312,AZK.MC
US02864L1044,ARTM
US1710774076,CDXC
CNE1000008F2,601866.SS
US03571L1061,ACBD
US03152W1099,FOLD
CA0717341071,BHC
US6837121036,OPEN
US02361E1082,AMRC
IE00BQPVQZ61,HZNP
US34959F1066,FOJCY
CA64440N1033,NFG.V
TH0375010Z14,TAFG.F
BMG657731060,NAT
US47089W1045,JAN
FR0000039109,SCHP.PA
CA45257A1021,IPT.V
US00847G7051,AGEN
CA3807191042,AUU.V
US70959W1036,PAG
AU000000TTT3,TTT.AX
GB00BF93WP34,CYAN.L
US62913M1071,NGL
CNE000000M07,600742.SS
US93265W1045,WSSE
CNE100003P82,688068.SS
US75008R2031,False
JP3253900009,9616.T
MYL8869OO009,False
US4576723013,IHAI
CA7543871080,False
US74460W5114,PSA-PN
BMG7386W1010,BMG7386W1010.SG
US71715X2036,PMCB
FI0009000277,TIETO.HE
US03217C1062,AMSSY
NO0010078850,CAMBI.OL
US97651M1099,WIT
GB00BF49WF64,IOG.L
US9291361098,VULC
US20676Y4035,False
SE0016833149,ADTR.ST
US04965B1008,ATOM
ZAE000026639,BAW.JO
HK0000069689,1299.HK
ZAE000134961,ACL.JO
NO0010014632,AZT.OL
DE000A3MQD61,AIX.F
DE0005209589,A6T.F
US03485P3001,NGLOY
US05614L2097,BW
GB00BMCLYF79,4BB.L
ID1000106602,ANTM.JK
GB00B1FW5029,HOC.L
JE00BJ1F3079,AMCR
IT0003506190,ATL.MI
US04216R1023,ARMP
US05759B1070,BKKT
AU000000ABC7,ABC.AX
US5747951003,MASI
SE0001137985,ACTI.ST
AU000000SSM2,SSM.AX
CA67113W1023,OTGO.V
US28489L1044,ELMS
ES0105022000,APPS.MC
CA1275278770,False
IT0004359037,ALW.MI
PLMCIMG00012,MCI.WA
GB00BBQ38507,KWS.L
NO0003021909,ABG.OL
US7226151014,PIPP
SE0000236382,CNCJO-B.ST
JP3386710002,4051.T
FR0000062788,BUI.PA
US09689V1008,BMMJ
US75989R1077,RNXT
US4984561021,KGET
US09237E2046,BHWB
US6496045013,NYMT
FR0013258399,BALYO.PA
US75901B1070,RGNX
GB00BSNBL022,KAT.L
US83303Y1055,SNPO
US81367P1012,1S8.F
US3952591044,GHL
US75973Y1001,1K50.F
US4579852082,IART
SE0005365681,IRIS.ST
ID1000085707,BRPT.JK
NO0010892094,SALME.OL
NZAIAE0002S6,AIA.NZ
US66981G2075,IGV.F
US0070251097,ADTX
JP3128800004,6754.T
US85225A1079,SQSP
US54146M2026,LRENY
PTFCP0AM0008,FCP.LS
US71645Y2063,PETRY
PLTHDST00017,False
US06652N1072,BSVN
US8641591081,RGR
US81689T1043,ASAI
PLBSK0000017,ING.WA
US82452T1079,SFT
GRS428003008,EYAPS.AT
US69367Q1040,UNLRY
US69367Q1040,UNLRY
TH0456010R12,LPN-R.BK
SE0001662222,HUSQ-A.ST
KYG4984V1068,False
US85916J4094,STXS
BRITSAACNPR7,ITSA4.SA
US45720L1070,INBX
US09180C1062,BJRI
US12634H2004,PMTS
TRASAHOL91Q5,SAHOL.IS
US70454K3077,False
MT0000400102,False
GB0007655474,False
MHY641771016,OET.OL
US83417R1032,SIRC
US76717L1070,False
CA68616T1093,ORE.TO
US68840Y1064,False
US76717L2060,False
US0403341045,ARDS
US87190P3091,SYYNY
US87961E1038,False
SE0001515552,INDT.ST
US8891151016,TKGSY
US8354831088,SOTK
US37954A2042,GMRE
PLMNLIT00014,PLMNLIT00014.SG
KYG4181B1014,16H.BE
US87952L1089,False
US74640Y1064,PRPL
KYG8875G1029,1530.HK
US07725V1008,False
US7507231089,RADLY
GB00BD5JMP10,BBB.L
US0080641071,AVTE
CA00076T1057,ABCT.TO
KYG009701064,1163.HK
US0113111076,ALG
US86803X2045,SUNW
MHY0971E1077,BBLKF
US1251411013,CECE
GB00BVGBWW93,AGR.L
US0082528359,False
US0051111096,AFIB
AU000000AGD4,AGD.AX
US63845R1077,EYE
FR0000033904,JCQ.PA
US92262D1019,VEL
CA10778Y3023,BCT.TO
US8860431084,THMG
US8794338298,TDS
JP3888300005,4183.T
FR0000045544,CAT31.PA
US14843C1053,CSTL
DE000A0AFGF3,02P.F
US72942A1079,PLXP
US54570M1080,LTRY
US7045511000,BTU
US4528332053,False
ZAE000123436,AIP.JO
US23812J1088,DTTLY
ZAE000227484,AVV.JO
CH0033813293,LLQ.SW
ZAE000117792,CLH.JO
ZAE000019188,ART.JO
ZAE000185526,PPE.JO
ZAE000022331,DSY.JO
ZAE000109088,BLU.JO
US4271051017,False
CA3001442019,EVER.V
ZAE000096210,HLM.JO
CA09352R1055,BAG.V
NL0010022307,False
ZAE000153888,False
ZAE000071072,EOH.JO
US5117951062,LAKE
US04530Y1064,APNHY
ZAE000222253,ENX.JO
ZAE000216537,BID.JO
ZAE000017745,DTC.JO
ZAE000190724,HYP.JO
ZAE000227831,DCP.JO
US43858F1093,HKXCY
US1281261099,CAMP
US0888363092,BDVSY
HK0032009356,0032.HK
US1439051079,CSV
ZAE000179420,GRT.JO
ZAE000109203,CGR.JO
ZAE000049433,AVI.JO
ZAE000081949,INL.JO
ZAE000028320,CSB.JO
US2987361092,EEFT
ZAE000003794,JSC.JO
US00400T1025,AGRPY
ZAE000072328,GND.JO
ZAE000145686,BAU.JO
ZAE000029757,ARL.JO
US05355Q1022,False
GRS392193009,DUR.AT
US0676802079,BRRAY
ZAU000013799,False
ZAE000209532,BWN.JO
ZAE000000238,AFEP.JO
ZAE000148466,TFG.JO
ZAE000073128,CND.JO
ZAE000000139,ADR.JO
ZAE000088050,CMH.JO
ZAE000066692,APN.JO
US30208Q1094,EXBX
ZAE000191342,AEL.JO
US03937Y2063,AMSIY
ZAE000000220,AFE.JO
US3376261059,FSR.F
ZAE000029773,IVT.JO
US03589W1027,ANNX
AU000000AC89,AC8.AX
GB0002114154,False
IT0005241192,ECNL.MI
GB00BDFGHW41,USA.L
US1263491094,CSGS
HU0000155726,ALTEO.BD
GB0000667013,AVON.L
US03753U1060,APLS
CA25822C3049,DII-A.TO
US03272L1089,PLAN
CNE1000003R8,0323.HK
ES0172233118,False
JP3626800001,5938.T
BMG162582156,BEP-PO.TO
BMG2381M1091,0232.HK
CA45790B1040,INE.TO
ES0167733015,ORY.MC
CH0102659627,GAM.SW
CNE000001HW3,600461.SS
AU000000APZ8,APZ.AX
US2976021046,ETD
US3984382008,GIKLY
US4657201004,ITTOY
SG1V52937132,C2PU.SI
CA37958W2022,MJRX.CN
US05590Y1001,BMRRY
CH0591667180,9Z2.DU
US36165A1025,JOB
KYG6145U1094,0425.HK
US8115431079,SEB
CA29408D1087,ETI.CN
CA05353D1033,AVNT.TO
US2937121059,EFSC
AU0000067092,GNM.AX
AU0000067092,GNM.AX
US23331S1006,DHX
US0021202025,LIFE
US0012012011,AGLXY
US58844R1086,MBIN
ES0105601001,False
IL0004850116,BONS.TA
SGXZ19450089,KARO
US1686151028,CHS
US8683581024,SGC
US65343E1082,NXTC
CA27887T1075,EOM.CN
US2936681095,EBTC
ZAE000255360,OMU.JO
US28852N2080,EFC-PA
JP3495000006,4506.T
US29372C1027,EFSG
US62945V1098,NVEE
US65461U1088,NPPNY
IT0005412504,CY4.MI
EE3100001751,SFG1T.TL
CA1368421014,CCM.TO
US4169061052,HBIO
US03969K1088,ARQT
KYG004961028,ABGI
GG00BD95V148,ATM.L
US0977702002,BONL
GB00BD8HBD32,CSH.L
DE000A12B8Z4,TLG.HM
US28852N1090,EFC
IL0011571556,TUFN
HK0087000532,0087.HK
US34387C1053,False
US3765491010,LAND
PLONDE000018,OND.WA
CA92837C1095,VLI.V
IL0011745804,INVZ
US98983L1089,ZWS
NL0000817179,SLIGR.AS
GB00BF0F5X78,CGO.L
US83410S1087,SOHU
US17240Y1091,CINC
AU000000KAR6,KAR.AX
US73181M1099,False
GB00BVYVFW23,AUTO.L
DE000A1TNUU5,FTRK.BE
JP3188200004,4768.T
DE0006902000,PKB.F
CA85472N1096,STN.TO
CNE100001NN9,2039.HK
US8181501045,False
US68859R1095,False
US6247581084,MWA
US02208R1068,AIMC
CA6238582069,MTB.V
AU000000MAT8,MAT.AX
GB00B019KW72,SBRY.L
US67011E1055,False
US71922F1021,False
IM00B7S9G985,PTEC.L
US3029411093,FCN
CNE100001V11,603588.SS
IT0001078911,IP.MI
TREULSY00014,ULUUN.IS
US37364X1090,GEOS
US38870X1046,GRPH
GB00B0N8MF98,BERI.L
DK0060495240,SIM.CO
MX00BW020002,BWMX
ZAE000006284,SAP.JO
CA1367171057,CU-X.TO
GB00B0CGR828,SHG.L
MXP370711014,GFNORTEO.MX
CH0357679619,ABBNE.SW
ARBRIO010194,False
US0546363039,AYALY
GB00BJP0B151,KDNC.L
CA67088Q1063,ONE.V
US92656A1016,NIHK
US0465131078,ATRA
US03209T1097,AMPE
JP3122800000,6113.T
BE0003851681,AED.BR
US88322Q1085,TGTX
GB0000365774,AEP.L
SE0000695876,ALFA.ST
US9108734057,UMC
CH0043238366,ARYN.SW
AU000000WHC8,WHC.AX
BE0003470755,SOLB.BR
US1251051066,OTGLY
US00212V1052,ASOMY
CA19682H1073,TIE.V
US08861Q1031,BZQIY
US172967HQ76,False
US172967GR68,False
US1729673418,C-PK
US05465C1009,AX
IT0001382024,ACS.MI
IT0001469953,SOF.MI
CA00208E2087,AAT.V
US1729673582,C-PJ
US92830S1015,VIZG
GB00BLSNND18,FEET.L
US3647231063,39E0.F
CA04964G1000,AI.TO
US29278D1054,False
US50075W1045,KBLB
NZKPGE0001S9,KPG.NZ
JP3148800000,4062.T
US4258851009,HNNA
GB00BZ0X8W18,BKS.L
US3094791031,FBVA
ES0152768612,AI.MC
US1489063081,CPCAY
US5312296073,LSXMK
SG1A98006814,C76.SI
US25161M1036,DTCWY
AU000000EOS8,EOS.AX
US11133T1034,BR
DE0005169106,BFK.BE
US09257A1088,BCX
US40432Y1091,HPIL
US60878Y1082,MNTV
GB0001385474,BP-B.L
GB00BGT36S19,LSAI.L
CA44985J2048,IOU.V
US38268T1034,GPRO
PLVIGOS00015,VGO.WA
CA5543244001,BMK.V
US6524771002,NSPT
US29274F1049,ENIA
US60783X1046,MODV
US71943U1043,DOC
CA38655P2017,GPG.V
ES0113679I37,BKT.MC
US46115H1077,ISNPY
US36262G1013,GXO
FR0014003TT8,DSY.PA
US45822R1014,IGXT
DK0060137594,PRIMOF.CO
US95766B1098,EHI
US12008D1081,BABL
CA87262G1046,TNR.V
AU000000DTL4,DTL.AX
JP3449020001,5233.T
CA09202D2077,BDI.TO
ES0155496039,S3421.MC
CA60686A4090,MKA.V
US6294441000,NRXP
CA07278W1095,BHS.V
GB0003753778,GOG.L
US8807791038,TEX
US9307521008,WTRH
US92338J1088,VBHI
GB0002183191,CNC.L
GB0002577434,CRWN.L
SE0015812417,GARO.ST
GB00B5MJV178,CSSG.L
GB00B54X0432,CNS.L
RU000A0DKVS5,NVTK.ME
LU2358378979,GFJ1.F
ZAE000149936,RBP.JO
US83403H1014,US83403H1014.SG
JP3678000005,3105.T
DE000A2DA6T5,False
JP3663900003,2768.T
US72703D1000,PLPL
US05580M8275,False
GB0002080082,TIDE.L
GB00BYZQM590,CRDL.L
PLLVTSF00010,LVC.WA
CNE100000B24,601899.SS
US8110544025,SSP
US81686C1045,SEMR
US0396971071,ARDX
GB0003230421,EUA.L
GG00BPFJTF46,PSH.AS
CH0276534614,ZEHN.SW
CA4988241010,KSI.TO
US05465P1012,AXNX
US86881A1007,SGRY
US8926721064,TW
GB0004270301,HILS.L
DE000FPH9000,FPH.DE
CA1266321084,CVM.V
DE0008074659,A8N.MU
KYG211771038,0815.HK
CA09076J1084,BHSC.CN
NL0012365084,NSI.AS
NZPOTE0003S0,POT.NZ
JP3343200006,8136.T
US92937A1025,WPP
US04683R1068,AVIR
US3687361044,GNRC
US4652461066,ISUN
SE0007074281,HPOL-B.ST
KYG8116S1057,1165.HK
US09263B1089,BKSY
SE0012569663,ECOWVE.ST
CA19260U1084,COYX.CN
CA67577H1047,OTC.V
DE0007760001,WWG.F
US82640U4040,SRRA
US0193301092,AMOT
GB0004228648,HRI.L
GG00B4ZPCJ00,BCPT.L
GB00B1GCLT25,POLR.L
GB00BCRX1J15,JUST.L
GB00BHSRZC82,EWI.L
GB0006667470,PHI.L
GB0031232498,IEM.L
US69327R1014,PDCE
US6703461052,NUE
US0246001087,ABMC
